Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Twenty dollars reward,1822-04-24,1822-04,"Orange County, NC",Hillsborough,"Wilmington, NC",HIllsborough,Hillsborough Recorder,Priscilla,Benjamin Ellis,Benjamin Ellis,"Twenty Dollars Reward. RAN away from the subscriber in Hillsborough, on Wednesday evening last, the 17th instant, a negro girl by the name of PRISCILLA, formerly the property of Wm.[William] Clifton, of said town.  She is about eighteen or nineteen years of age, black, and stout built; was brought from Wilmington, and will probably aim to get there again. The above reward, with all reasonable charges, will be given to any person who will deliver said negro to Thomas Dancy, sheriff of Orange county, N.C. or secure her in any jail so that I get her again. Benjamin Ellis. April 19  15--dv.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_907.jpg,907,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/907
20 dollars reward,1822-05-14,1822-03-28,"Mecklenburg County, NC",Charlotte,"Richmond, VA",Salisbury,Western Carolinian,Peyton,Benjamin Johnson,Benjamin Johnson,"20 Dollars Reward.  WENT away, on the night of the 28th ult. from the subscriber, near Charlotte, Mecklenburg county, N.C.  a negro man by the name of PEYTON-of a dark complexion, rather spare made, about six feet high, thirty-three or fours years of age; when spoken to he speaks quick and rather abruptly; I believe he is defective in one of his arms, so that he cannot easily raise it above his head. He had on when he left me a very good great coat of drab colored flushing, a pretty good wool hat, a new and large pair of yellow colored cotton pantaloons, and some other indifferent clothing, but no close bodied coat. It is probable he will make towards Richmond, Va. where I purchased him last fall. I will give the above reward to any person who will apprehend and secure the said fellow and give information so that I get him again. BENJAMIN JOHNSON. [illegible] April 2, [illegible]",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_463.jpg,463,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/463
Fifty dollars reward,1822-05-25,1822-05-16,"Craven County, NC",New Bern,"Petersburg, VA",New Bern,Carolina Centinel,London Pollock,John P. Daves,John P. Daves,"FIFTY DOLLARS REWARD. RAN AWAY from the Subscriber on the 16th inst. a Negro Man named LONDON POLLOCK, about five feet six or seven inches high, of a complexion between yellow and black, and an  uncommonly intelligent and likely boy, about 23 years of age; he has been for several years of a house servant and is very fond of dress.  He worse a blue broad cloth coat with velvet collar, which had been a long coat but the skirts lately taken off, and striped pantaloons; is believed he also carried with him a black long coat.  He also took with him one of my horses, a bright bay, black mane, legs, and short switch tail, a raw boned, gaunthorse, even when in good order, a very fast traveller, and has a remarkable scar on one of his feet, between the setlock joint and hoof, done by entangling himself with a rope: also a saddle and bridle with plated mountings.  It is supposed that he is making him way to the North, probably by the way of Petersburg. The above reward will be given for his apprehension and confinement in any place so that I get him, and exdenses[sic] paid, if delivered to me--and a suitable reward for the horse if returned alone. JOHN P. DAVES. Newbern, May 25th.--'18tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1028.jpg,1028,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1028
Thirty dollars reward,1822-07-19,1822-06-04,"Beaufort County, NC",Washington,"Edenton, NC",Washington,American recorder,Moses,Banister Midyett,Banister Midyett,"Thirty dollars reward. RAN AWAY from the subscriber on the 4th day of June, a light mulatto man named MOSES, about 25 years of age, five feet 10 inches high or thereabouts. He has straight hair, blue eyes, red whiskers, remarkable white teeth, a down look, and but of few words. Persons not knowing him, would take him to be a freeman; but on examination would soon find that he is not. He was the property of John Leath, of Hyde County, I have understood he was making his way to Edton, by the way Mattamuskeet and Alligator.--The above reward will be paid on delivering him to me in the town of Washington, and all necessary expences[sic], or $20 if lodged in any jail in the State so that I get him. All persons are forwarned from harboring, employing, or carrying him off at their peril.  BANISTER MIDYETT. Washington. June 20, 1822--4w366.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1341.jpg,1341,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1341
30 dollars reward,1822-07-29,1822-06-04,"Beaufort County, NC",Washington,"Edenton, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Moses,Banister Midyett,Banister Midyett,"30 Dollars Reward. Ranaway from the Subscriber on the 4th day of June, a light mulatto man named MOSES, about 25 years of age, five feet 10 inches high or there abouts. He has straight hair, blue eyes, red whiskers, remarkable white teeth, a down look, and but of few words. Persons not knowing him, would take him to be a free man; but on examination would soon find that he is not. He was the property of John Leath, of Hyde County. I have have understood he was making his way to Edenton, by the name of Mattamuskeet and Alligator. The above reward will be paid on delivering him to me in the town of Washington, and all necessary expences, or $20 if lodged in any jail in the State so that I get him. All persons are forwarned from harboring, employing, or carrying him off at their peril. Banister Midyett. Washington, (N.C.) June 20, 1822.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2019.jpg,2019,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2019
$15 reward,1823-01-10,1822-12-10,"Beaufort County, NC",Washington,"Hyde County, NC",Washington,American recorder,Ruth,Stephen Owens,Stephen Owens,"15$ reward. RAN AWAY from the Subscriber about the 10th Dec. ult. a negro woman namod[sic] RUTH. She is about 21 years old; & is well known in this town having lived with Joseph B. Suckney, Esq. for a considerable time--she was recently purchased from Mr. Hector S[?]ott of Hyde County, where she is no doubt now lurking. The above reward will be immediately paid on delivery of said negro to the Subscriber, living about 3 miles from Washington. All persons are forwarned from harboring, employing or carrying her off, under the penalty of the law. STEPHEN OWENS. Jan. 9, 1823--tf377",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_437.jpg,437,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/437
Fifty dollars reward,1823-07-11,1820-05-23,"Caswell County, NC",Milton,"Charlotte County, VA",Raleigh,The Star and North Carolina State Gazette,Jack,William Beadles,William Beadles,"Fifty Dollars Reward.   RAN AWAY from the subscriber, on the 23d of March 1820, a negro named JACK, about 30 years of age, about 6 feet high, of a yellowish complexion--one or two of his upper teeth, immediately under his left eye, are out; the others generally defective. Said negro was raised in Charlotte county, Va. near Cole's Ferry. Any person apprehending and securing him in any jail in the United States, shall receive the above reward; and if brought him to the subscriber, living within three miles of Milton, Caswell county, N.C. all reasonable charges shall be paid. It is supposed  he passes for a free man.   WILLIAM BEADLES.     July 8, 1823.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1092.jpg,1092,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1092
20 dollars reward,1824-01-30,1824-01-20,"Wake County, NC",Raleigh,"Halifax County, NC",Raleigh,The Star and North Carolina Gazette,Tom,William Boylan,Governor Branch,"20 Dollars Reward. RAN AWAY from the subscriber, on the 20th instant, his negro man TOM, a carpenter by trade, about 35 years old, dark complexion, and of common size. He has a variety of clothing, and generally wears a brown homepsun frock coat over several others. He was purchased by Governor Branch at the sale of the late Gen. Carney's estate in Halifax county, where he may attempt to go. He is artful and smooth spoken. TEN DOLLARS will be given for his delivery to me if taken in this county, and double that sum if taken out of the county and lodged in jail so that I get him. WM.[WILLIAM] BOYLAN. Raleigh, Jan. 29, 1824.   5 tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2249.jpg,2249,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2249
Ran away,1824-03-23,1824-03-18,"Rowan County, NC",Salisbury,Virginia,Salisbury,Western Carolinian,Irena,William Howard,William Howard,"RAN AWAY.  On the night of the 18th inst. a negro woman named Irena; she is tall and slender made, of a dark complexion, walks a little stooping; she took with her five frocks, two homespun, one plain white, and the other blue striped; one white spotted muslin, a black canton crape, a brown figured bombazette; her hands are very much stained with blue dye. I expect she will make towards Virginia, as she was brought for that State. Any person taking up the said negro, and delivering her to me in Salisbury, or confining her in any jail, so that I get her, shall receive a reasonable reward.   WILLIAM HOWARD.  Salisbury, March 20, 1834.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_81.jpg,81,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/81
Ran away,1824-12-01,1824-12-13,"Granville County, NC",Oxford,"Washington County, NC; Virignia; Jacob Miller's",HIllsborough,Hillsborough Recorder,John,John S. Glenn,John S. Glenn,"RAN AWAY FROM the subscriber on the 13th inst. a negro man named JOHN; he is 50 years of age, of a yellow complexion, about five feet eight or ten inches high, he has a cancer on his heel, and I suspect will try to pass for a freeman.  He will probably aim to go to Washington county, Virginia, to one Jacob Miller, living sixteen miles from Abingdon.  Any information on the said negro John will be thankfully received and if apprehended so that I get him, shall be handsomely rewarded. John S. Glenn. Oxford, Nov. 17  61--3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_106.jpg,106,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/106
"Fifty dollars reward FOR CUT-FINGER CAD,",1825-02-11,1825-01-30,"Wake County, NC",Raleigh,"Lexington, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,unknown,Joseph Hawkins,Joseph Hawkins,"$50 Reward FOR CUT-FINGER CAD, WHO took himself off on Sunday the 30th of last month for Lexington (as he informed his comrades, I being from home) to see a Wife he claimed near there--But from his carrying all his best clothes, consisting of two Frock Coast, a blue and bottle green, also a blue close -bodied Coat, and several pair of nice pantaloons and waistcoats, together with a Dirk and Pistol he had procured to travel with, I have no doubt his object is to pass as a free man. He is a yellow fellow of common size, bushy head of hair rather curled, with very large feet and hands, has lost the forefinger of one of his hands (I believe his left.) He was hired for most of the two last years to William Nichols, Esq. and worked at Chapel Hill and Lexington, which course he may attempt to pass again as a hired fellow. I will give $25 for the securing him in any Jail so that I get him, and $50 if taken without the limits of this State, secured, &c. JO.[Joseph] HAWKINS. Raleigh, N.C. Feb. 7. The Editors of the Fayetteville Observer, Cape Fear Recorder, Carolina Sentinel, Western Carolinian, Edenton Gazette, and Petersburg Intelligencer, are required to insert the above twice, and forward their accounts to this office for collection. J.H.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_382.jpg,382,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/382
Twenty dollars reward,1825-07-12,1825-05-26,"Lincoln County, NC",Lincolnton,"Petersburg, VA",Salisbury,Western Carolinian,Bill,Charles Sholl,Charles Sholl,"Twenty Dollars Reward.   RAN away from the subscriber (living about five miles west of Lincolnton.) on the 26th day of May, a negro boy named BILL, about 20 years of age. dark complexion, about five feet six or eight inches high, eyes considerably sunk in his head; he has no other particular marks, except a scar on the inside of his left thigh, occasioned by the cut of a knife, and several large warts on his face; he on (when last seen in the neighborhood) a blue broadcloth coat and pantaloons; he was raised in the neighborhood of Petersburg, in Virginia, and it is probable that he is trying to get back again. The above reward will be given by me, to any one that will deliver him to me, or to secure him in a any jail so that I can get him again.   CHARLES SHOLL.  June 4th, 1825.  4t69",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_966.jpg,966,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/966
Fifteen dollars reward,1825-12-31,1825-12-12,"Lenoir County, NC","Kinston, NC","Lenoir County, NC","New Bern, NC",Carolina Centinel,Lewis,Sharack Loftin,Sharack Loftin,"Fifteen Dollars Reward. RAN AWAY from the Subscriber, on the 12th inst. a Negro man named LEWIS.  He is about 25 years of age, five feet four or five inches high, yellow complexion, has a scar on one side of his face, speaks very quick, and is an impudent fellow. He formerly belonged to the late Richard Witherington, of Lenoir County, and is probably now lurking in that quarter, or in some of the neighbouring seaports towns.  Masters of vessels, and all othes are cautioned against harboring or carrying him away, under the penalty of the law.  The above reward, and all reasonable expenses, will be paid to any person who will confine said Negro in jail so that I get him again. SHADRACK LOFTIN. Kinston, Lenoir County, Dec. 24, 1825.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_857.jpg,857,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/857
Ranaway,1826-01-05,1825-12-20,"Cumberland County, NC",Fayetteville,"Tarborough, NC",Fayetteville,Carolina Observer,Bill,David Smith,David Smith,"Ranaway FROM the subscriber on the 20th of December last, a Negro man named BILL, five feet six inches high, about 35 years of age, dark complected, and very mild countenance.  The said Bill is a carpenter by trade, and it is likely he is making his way to Tarborough, in this State, or staying about there, as he has a wife living in or about the place.  A Reward of $10, will be given to any person who will deliver him to me in Fayetteville, or $5, if confined in any jail in this State, so that I get him again. DAVID SMITH. Fayetteville, January 4, 1826.    48--tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1629.jpg,1629,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1629
Ten dollars reward,1826-01-20,1825-12-25,"Catawba County, NC","Mountain Creek, NC","Hertford County, NC","Raleigh, NC",The Star and North Carolina Gazette,Stephen,John P. Almon,John P. Almon,"Ten Dollars Reward. RAN away from the subscriber, on the night of the 25th December, a negro fellow, named Stephen. He is about 31 years of age, about 5 feet 10 inches high. He had on, when he went off, a striped pair of pantaloons mixed coat long tail, and carried away with him bombazette pantaloons, black napped fur hat, short sailor coat, filled with yellow yarn. He has large whiskers and has a scar on his left cheek from the whisker to his nose and on the end of his nose, which is quite visible. I will give the above reward to any person that will deliver him to me, and all reasonable expenses paid; or confined in any Jail in this State, so that I get him again. It is likely he will aim for Hertford county, where he was raised. He formerly belonged to George Sessums. JOHN P. ALMON. Mountain Creek, N.C.} January 6, 1826} 4-3t",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1956.jpg,1956,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1956
Twenty dollars reward,1826-02-11,1826-01-28,"Perquimans County, NC",Hertford,"Pasquotank County, NC",Elizabeth City,Elizabeth City Star and North Carolina Eastern Intelligencer,Joe,Alfred Moore,Alfred Moore,"Twenty Dollars Reward. Ranaway from the subscriber on Saturday the 28th ult. without any cause (as he has twice before done) negro man JOE, about 24 years old, five feet nine inches high and well formed, a little yellow, and has a scar over one eye. He has a wife living in the neighborhood of Mrs. James Pool's in Pasquotank county where he is probably lurking--The above reward will be paid if delivered to me or secured in gaol so that I get him. Alfred Moore. Hertford, Feb. 11.    E[?}t",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_623.jpg,623,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/623
Twenty dollars reward,1826-03-15,1825-03-12,"Cumberland County, NC",Fayetteville,"Chapel Hill, NC",Fayetteville,Carolina Observer,Frank,John Lewis,John Lewis,"Twenty Dollars Reward. RANAWAY from the subscriber on the night of the 12th inst. my negro man FRANK, aged about 28 years, about 6 feet high, stoops a little, and appears stiff in the hips when walking; wore away a long mixed homespun coat, and white or mixed pantaloons.  The above reward will be given for his delivery to me in Fayetteville, or Ten Dollars for his apprehension and confinement in any Jail so that I may get him, I expect that he will try to get into the neighborhood of Chapel Hill, as he is well acquainted there.  JOHN LEWIS. Fayetteville, March 15, 1825--58tf The Raleigh Register and Hillsborough Recorder will insert the above three times and forward their accounts to this office for payment.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_628.jpg,628,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/628
Ten dollars reward,1826-06-09,1825-11,"Anson County, NC",Wadesboro,"Granville County, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Joe,William Cash,William Cash,"Ten Dollars Reward. RANAWAY from the Subscriber in Anson county, North-Carolina, some time in the month of November, 1825, a negro man named Joe; about twenty-five years of age, five feet, ten or eleven inches high, yellow complection, has a down look, and when spoken to, seems to labor under some obstruction in his nose in replying--he has a scar on the left side of his neck. I purchased the said Negro Joe, of Wm.[William] G. Bowers, (Granville County,) to which, or some adjacent County, he will in all probability, make his way. The above reward of Ten Dollars will be given for the apprehension of said Negro, in any Jail in this State, or Twenty Dollars for the delivery of said Negro to the subscriber. WILLIAM CASH. Wadesboro', May 29th, 1826    66 tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1409.jpg,1409,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1409
[Untitled advertisement],1826-08-22,1826-06-05,"Edgecombe County, NC",Tarboro,"Halifax County, NC",Halifax,Free Press,Tim,"Bythal Staton, Jun'r.","Bythal Staton, Jun'r.","Stop the Runaway. RANAWAY from the Subscriber, near Tarborough, N.C. on the 5th of June last, negro TIM, about 25 years of age, of a light dark color. Tim is stout and well made, and will weigh about 170 pounds; he once belonged to Mr. Henry Mason, of Halifax, and it is probable he is now lurking about Halifax county. I will give a reward of Twenty-five Dollars, to any person who will apprehend him and secure him in any jail in North-Carolina, so that I get him again; or if delivered to me at home, the above reward and all reasonable expences[sic] will be paid. I will sell Tim, if I get him again, at a fair price, if application be soon made. Bythal Staton, Jun'r. Tarborough, 16th Aug. 1826. 1-3",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1810.jpg,1810,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1810
Runaway.,1826-11-14,1826-10-11,"Mecklenburg County, NC",Charlotte,"Prince George County, VA",Charlotte,Catawba Journal,Charles,John Sloan,John Sloan,"Runaway. RAN away from the subscriber, on Wednesday, the 11th day of October last, a negro man named CHARLRS[sic], eighteen years old, yellow complected, slim made, 5 feet 7 or 8 inches high, and when spoken to, looks wild, and his voice is rather effeminate. The boy says he was raised in the state of Virginia, Prince George county. Any person who will apprehend said negro and confine him in any jail, and give me information so that I get him, shall receive a generous reward. JOHN SLOAN. Charlotte, Nov. 6, 1826.--106tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1750.jpg,1750,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1750
Twenty dollars reward,1827-03-03,1826-11-30,"Craven County, NC",New Bern,"New Bern, NC",New Bern,Carolina Centinel,Ally,Claudius B. Churchill,Claudius B. Churchill,"Twenty Dollars Reward. RANAWAY from the Subscriber about the 30th of November last, a negro woman by th name of ALLY, formerly belonging to Edward G. Pasteur, Esq.[Esquire] of whom I purchased her.  She is of a very black complexion, a stout large figure, & full in the face, with thick lips, about 35 or 40 years of age.  I will give the above reward to any person if she is apprehended in another county, and safely lodged in Jail of this county; or ten dollars if she is apprehended and taken in this County and lodged in jail so that I get her.--It is supposed that she is lurking about town, or in the vicinity.  All persons are forwarned, under the penalty of the law, from harboring, employing, or carrying said negro out of the State. CLAUDIUS B. CHURCHILL. Newbern, March, 3 1827.--67 72.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_621.jpg,621,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/621
20 dollars reward,1827-06-21,1837-06-01,"Beaufort County, NC",Colerain,"Norfolk, VA",Raleigh,The Star and North Carolina State Gazette,Harry,Charlton Leary,Charlton Leary,"20 Dollars Reward. Ran away from the subscriber, on Saturday the 2nd of this inst. my negro man HARRY, about 40 years of age, 5 feet 4 or 5 inches high; he is a thick well set fellow, round full face, speaks quick when spoken to, but when scared is apt to stutter, about as common, walks stooping, his back considerably marked by the lash, and a hatter by trade. It is likely said fellow may have a free pass, as I understand and have reason to believe he intends leaving the State in company with a man by the name of Ward, who has likely escaped from the prison of Bertie county, where he had been confined for some time. They will no doubt make their way to the Western Country, or to Norfolk, in Virginia, to take shipping. The above reward will be given for the delivery or confinement of said negro, so that I get him again. If taken up out of the State, I will give a reward of thirty dollars, and pay all reasonable expenses. Masters of vessels and others are forbid harbouring, employing or carrying said fellow off, under the penalty of the law. CHARLTON LEARY. Colerain, Bertie county, N. C.} June 11, 1827.} 26-tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_528.jpg,528,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/528
Catch the scoundrel!,1827-06-28,1827-06-25,"Bertie County, NC",Woodville,"Newbern, NC",Fayetteville,Carolina Observer,Daniel,A.W. McLaughlin,A.W. McLaughlin,"Catch the Scoundrel! RANAWAY on the evening of the 25th June, my negro DANIEL, who in all probability, will aim for Newbern, as I purchased him in that place in 1825.  Daniel is a stout, likely Boy, and very intelligent.  A reward of $25 will be given to any person who will apprehend and confine him in any jail so that I get him again. A.W. McLAUGHLIN. Woodville, June 26.    25-4w.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_823.jpg,823,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/823
Five dollars reward,1827-07-07,1827-06-17,"Pasquotank County, NC",Elizabeth City,"Nixonton, NC; Newbegun Creek, NC",Elizabeth City,Elizabeth City Star and North Carolina Eastern Intelligencer,Harriet,T.E.Krozer,John Davis,"Five Dollars Reward. Runaway from the subscriber on the night of the 17th of June last, negro girl HARRIET, belonging to John Davis.--She is supposed to be lurking in the neighborhood of Nixonton, or Newbegun Creek, where she has a mother living--she is a bright, mulatto, 19 years old, of an audacious impudent temper, slothful and dirty habits--but notwithstanding all these qualities, a great favorite of some people who call themselves gentlemen. The above reward will be given, when secured and delivered to me in Elizabeth-City. T. E. Krozer. Elizabeth-City, July 7. Bt",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2000.jpg,2000,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2000
Ran away,1827-08-16,1827-08-02,"Wake County, NC",Raleigh,"Raleigh, NC",Raleigh,The Star and North Carolina State Gazette,Bob,John Rorke,John Rorke,"Ran Away From the subscriber, on the 2d instant, my negro man, named BOB. I bought him of Doctor Gilchrist, late of this county, and as he has a wife at Capt. T. Hunter's, I presume he is lurking about the city. I will give ten dollars reward on his delivery to me at this place. JOHN RORKE. Raleigh, August, 15, 1827 24-tf[?]",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_116.jpg,116,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/116
$10 reward,1827-12-28,1827-11-27,"Edgecombe County, NC",Tarboro,"Halifax, NC",Halifax,Free Press,Rickey Mitchell,S.L. Hart,S.L. Hart,"$10 Reward. RANAWAY from the Subscriber, on the 27th day of November last, a bright mulatto boy by the name of RICKEY MITCHELL, Between 19 and 20 years of age. I expect he has steered his course toward Halifax. I am told he has a brother by the name of Lewis, in the town of Halifax, learning the blacksmith trade. The above reward will be given if delivered to the Subscriber near Tarborough, or FIVE DOLLARS, if secured in any Jail in this State so that I get him again. All persons are hereby forbid harboring or employing said boy, under the penalty of the law. S.L. HART. Dec. 24, 1827. 19",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_173.jpg,173,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/173
$10 reward,1828-03-28,1828-03-23,"Edgecombe County, NC",Tarboro,"Edgecombe County, NC",Halifax,Free Press,Silas,John Edmondson and Agent for James Hatton,James Hatton,"$10 Reward. RANAWAY, on Monday night last, from Mr. James Hatton, his negro SILAS, About 28 years old, 5 feet 10 or 11 inches high, spare made, very black complexion, and is apt to stutter a little in speaking--no particular marks recollected. Silas is expected to be lurking about Deep Creek, in Edgecombe county, where he was raised. The above reward will be given for the apprehension and delivery of said fellow to the Subscriber, or if secured in any jail so that I can get him. JOHN EDMONDSON, Agent for James Hatton. Tarbor', March 26, 1828. 31",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_176.jpg,176,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/176
Five dollars reward,1828-04-10,1828-04-05,"Wake County, NC",Raleigh,"Washington County, NC",Raleigh,The Star and North Carolina State Gazette,Nancy,R. Tucker,R. Tucker,"Five Dollars Reward. Ran away from the subscriber, on the night of the 5th instant, a negro woman, named NANCY. She is about 19 or 20 years of age, some smaller than the common size of her age--weighs, perhaps, about 125 or 130: she is of a dark mulatto complexion; has a round face, flat nose and short hair. The articles of clothing she took with her, are a dark striped calico bonnet; one white striped muslin, one deep blue, one green calico, one checked northern homespun, and one striped copperas colour homespun frock; one pair of shoetees, right and left, half worn, and one pair of morocco shoes. She was purchased of Samuel Davenport, Esq. of Washington county in this State, and it is probable she is making her way to his neighborhood. The above reward and all reasonable expenses will be given for her delivery to the subscriber in this city, or confinement in any jail so that he can get her again. R. TUCKER. Raleigh, April 9, 1828 15-tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1235.jpg,1235,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1235
Ten dollars reward,1828-04-19,1828-04-01,"Carteret County, NC",Beaufort,"New Bern, NC",New Bern,Carolina Centinel,Bate,James Manney,James Manney,"Ten Dollars Reward. RANAWAY from the subscriber's brickyard, at the Canal, on Tuesday the 1st of April, a negro man about 22 years old--about 5 feet 5 inches high, named BATE.  He has a scar near the right elbow, on his arm, from a burn.  He has a wife in Newbern--was formerly owned there, and is probably lurking about that Town.  The above reward will be given if he is taken in Craven or Carteret County, and secured in Jail, or Twenty Dollars if he is taken in another County, and secured in Jail. JAMES MANNEY. Beaufort, April 10, 1828--'26 '27.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1421.jpg,1421,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1421
Three dollars reward,1828-05-03,1828-04-02,"Craven County, NC",New Bern,"New Bern, NC",New Bern,Carolina Centinel,Sarah,J.F. Spangler,Heirs of Michael Fisher,"Three Dollars Reward. RANAWAY from the subscriber on the 2nd of April last, a negro girl named SARAH, the property of the heirs of Michael Fisher, dec.-- She is about 5 feet 2 inches high--dark complexion--and about 16 or 17 years of age.--It is supposed she is lurking abotu Newbern or its vicinity. The above reward will be given for her delivery to me, or secured in Jail so that I get her.  All persons are forwarned from harbouring or employing said girl, under the penalty of the law. J.F. SPANGLER. Newbern, May 3, 1828.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1351.jpg,1351,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1351
$15 reward,1828-05-17,1828-05-03,"Jones  County, NC","Trent, NC","New Bern, NC","New Bern, NC",Carolina Centinel,Temp,Thomas J. Fonvielle,Thomas J. Fonvielle,"$15 REWARD. RANAWAY from the subscriber on the 3d instant, his negro woman, TEMP. She is about 28 years of age, has a grim countenance, when spoken to, is five feet, five or six inches high.  I have no doubt but she is lurking about Newbern, as she has a number of relations in town.  I will give the above reward to any person that will apprehend said negro, and deliver her to me at my plantation on Trent, in Jones County, or lodge her in any jail, so that I get her again --All persons are forwarned from harboring or employing said negro, under the penalty of the law. THOMAS J. FONVIELLE. May 17.--'29'81",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_241.jpg,241,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/241
